Species;Biozone
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Subanarcestes macrocephalus;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Parafidelites atrousensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Subanarcestes marhoumensis;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras crispiforme;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Cabrieroceras housei;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites lenticulifer;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Diallagites testatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Subanarcestes coronatus;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Crispoceras tureki;Agoniatites expansus
Fidelites verna;Agoniatites expansus
Fidelites verna;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Fidelites bicanaliculatus;Agoniatites expansus
Sobolewia inflata;Agoniatites expansus
Fidelites occultus;Agoniatites expansus
Parodiceras discoideum;Agoniatites expansus
Cabrieroceras plebeiforme;Cabrieroceras housei
Cabrieroceras plebeiforme;Cabrieroceras housei
Cabrieroceras plebeiforme;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Subanarcestes macrocephalus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Parafidelites atrousensis;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Pinacites jugleri;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Crispoceras tureki;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Wendtia ougarta;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes marhoumensis;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Subanarcestes coronatus;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Exopinacites singularis;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras crispiforme;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Cabrieroceras housei;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites testatus;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Diallagites lenticulifer;Cabrieroceras housei
Fidelites verna;Cabrieroceras housei
Fidelites verna;Cabrieroceras housei
Fidelites occultus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites bicanaliculatus;Cabrieroceras housei
Fidelites fidelis;Cabrieroceras housei
Fidelites fidelis;Cabrieroceras housei
Sobolewia inflata;Cabrieroceras housei
Cabrieroceras plebeiforme;Cabrieroceras crispiforme
Cabrieroceras plebeiforme;Cabrieroceras crispiforme
Cabrieroceras plebeiforme;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Werneroceras ruppachense;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Subanarcestes macrocephalus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Fidelites bicanaliculatus;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Parafidelites atrousensis;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites jugleri;Cabrieroceras crispiforme
Pinacites eminens;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Crispoceras tureki;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Wendtia ougarta;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes marhoumensis;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Subanarcestes coronatus;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Exopinacites singularis;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Cabrieroceras crispiforme;Cabrieroceras crispiforme
Diallagites testatus;Cabrieroceras crispiforme
